inputId,Status_of_existing_checking_account,Duration_in_month,Credit_history,Purpose,Credit_amount,Savings_account_bonds,Present_employment_since,Installment_rate_in_percentage_of_disposable_income,Personal_status_and_sex,_Other_debtors_or_guarantors,Present_residence_since,Property,Age_in_years,Other_installment_plans,Housing,Number_of_existing_credits_at_this_bank,Job,Number_of_people_being_liable_to_provide_maintenance_for,Telephone,foreign_worker,good_3_bad_2_customer,groups
945,A14,16,A31,A49,250,A63,A74,2,A91,A101,3,A122,1,A143,A152,2,A174,2,1,A201,1,1
946,A14,12,A31,A49,250,A63,A74,2,A94,A101,3,A123,1,A143,A152,2,A174,2,1,A201,1,1
947,A14,16,A34,A49,250,A63,A74,2,A91,A101,3,A123,0,A143,A152,2,A174,2,1,A201,1,0
948,A14,18,A31,A49,250,A63,A74,2,A91,A101,2,A122,1,A143,A152,2,A173,1,1,A201,1,1
949,A14,16,A31,A49,250,A63,A74,2,A94,A101,3,A123,0,A143,A152,2,A173,1,1,A201,1,0
950,A14,16,A31,A49,250,A63,A74,2,A94,A101,3,A123,1,A143,A152,2,A174,2,1,A201,1,1
951,A14,18,A34,A49,250,A63,A75,2,A91,A101,3,A123,0,A143,A152,2,A174,1,1,A201,1,0
952,A14,18,A32,A49,250,A63,A75,2,A91,A101,3,A122,1,A143,A152,2,A173,1,1,A201,1,1
953,A14,20,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A173,1,1,A201,1,1
954,A14,19,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A174,2,1,A201,1,1
955,A14,17,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A174,1,1,A201,1,1
956,A14,16,A34,A49,250,A63,A74,2,A94,A101,3,A123,1,A143,A152,2,A174,1,1,A201,1,1
957,A14,17,A34,A49,250,A63,A74,2,A94,A101,3,A123,0,A141,A152,2,A174,1,1,A201,1,0
958,A14,17,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A174,1,1,A201,1,1
959,A14,16,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A174,2,1,A201,1,1
960,A14,19,A32,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A174,1,1,A201,1,1
961,A14,16,A34,A49,250,A63,A74,2,A94,A101,3,A123,0,A141,A152,2,A173,2,1,A201,1,0
962,A14,13,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A174,2,1,A201,1,1
963,A14,18,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A173,1,1,A201,1,1
964,A14,18,A34,A49,250,A63,A74,2,A94,A101,3,A122,1,A141,A152,2,A173,1,1,A201,1,1
965,A14,14,A31,A49,250,A63,A74,2,A94,A101,3,A123,1,A143,A152,2,A174,2,1,A201,1,1
966,A14,13,A34,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A151,2,A174,1,1,A201,1,1
967,A14,18,A34,A49,250,A63,A74,2,A91,A101,3,A122,1,A143,A152,2,A173,1,1,A201,1,1
968,A14,18,A31,A49,250,A63,A74,2,A94,A101,3,A123,1,A143,A152,2,A173,2,1,A201,1,1
969,A14,19,A31,A49,250,A63,A74,2,A94,A101,3,A123,1,A143,A151,2,A173,1,1,A201,1,1
970,A14,18,A32,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A151,2,A173,1,1,A201,1,1
971,A14,17,A34,A49,250,A62,A74,2,A91,A101,3,A123,1,A143,A152,2,A173,2,1,A201,1,1
972,A14,21,A31,A49,250,A63,A74,2,A91,A101,3,A122,1,A143,A152,1,A173,1,1,A201,1,1
973,A14,17,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A174,2,1,A201,1,1
974,A14,20,A31,A49,250,A63,A74,2,A93,A101,3,A122,1,A143,A152,2,A173,1,1,A201,1,1
975,A14,17,A34,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A173,1,1,A201,1,1
976,A14,17,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A174,1,1,A201,1,1
977,A14,20,A32,A49,250,A63,A74,3,A91,A101,3,A123,1,A141,A152,2,A174,1,1,A201,1,1
978,A14,17,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A173,1,1,A201,1,1
979,A14,15,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A173,2,1,A201,1,1
980,A14,10,A34,A49,250,A63,A74,2,A94,A101,3,A123,1,A141,A152,2,A174,2,1,A201,1,1
981,A14,16,A34,A49,250,A63,A74,2,A91,A101,3,A123,0,A141,A152,2,A174,1,1,A201,1,0
982,A14,15,A34,A49,250,A63,A72,2,A91,A101,3,A122,1,A143,A152,2,A173,2,1,A201,1,1
983,A14,19,A32,A49,250,A63,A74,2,A94,A101,3,A123,1,A143,A152,2,A174,1,1,A201,1,1
984,A14,13,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A173,1,1,A201,1,1
985,A14,18,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A174,2,1,A201,1,1
986,A14,17,A32,A49,250,A63,A74,2,A91,A101,3,A122,1,A143,A152,2,A173,1,1,A201,1,1
987,A14,15,A34,A49,250,A63,A74,2,A94,A101,3,A123,1,A143,A152,2,A173,1,1,A201,1,1
988,A14,14,A32,A49,250,A63,A74,2,A94,A101,3,A123,1,A143,A152,2,A173,2,1,A201,1,1
989,A14,19,A31,A49,250,A63,A75,2,A91,A101,3,A122,1,A143,A151,2,A173,1,1,A201,1,1
990,A14,15,A31,A49,250,A63,A74,2,A94,A101,3,A123,1,A143,A152,2,A174,1,1,A201,1,1
991,A14,15,A34,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A174,2,1,A201,1,1
992,A14,18,A31,A49,250,A61,A74,2,A94,A101,3,A123,1,A143,A151,2,A173,1,1,A201,1,1
993,A14,15,A31,A49,250,A63,A74,2,A91,A101,3,A123,0,A141,A151,2,A174,1,1,A201,1,0
994,A14,21,A31,A49,250,A63,A74,2,A91,A101,3,A122,1,A143,A152,2,A173,1,1,A201,1,1
995,A14,21,A34,A49,250,A61,A74,2,A91,A101,3,A123,1,A143,A152,2,A173,2,1,A201,1,1
996,A14,19,A32,A49,250,A63,A75,2,A91,A101,3,A122,1,A143,A152,2,A173,1,1,A201,1,1
997,A14,18,A34,A49,250,A63,A72,2,A91,A101,3,A123,1,A143,A151,2,A174,1,1,A201,1,1
998,A14,18,A31,A49,250,A63,A74,3,A94,A101,3,A123,1,A141,A152,1,A173,2,1,A201,1,1
999,A14,11,A34,A49,250,A63,A75,2,A93,A101,3,A123,1,A143,A152,2,A173,1,1,A201,1,1
